deviceisbot,screensize,published,published_dt,sessionid,environmentid,type,devicetype,useragent,objecttype,eventname,event_id
true,"360x640","2021-12-20T19:33:28+00:00",2021-12-20 19:33:28.000,,sdrn:schibsted:environment:6711815c-c273-447a-a534-acde2620c101,View,mobile,Mozilla/5.0 (Linux; Android 7.0; Moto G (4)) AppleWebKit/537.36 (KHTML like Gecko) Chrome/94.0.4590.2 Mobile Safari/537.36 Chrome-Lighthouse,Form,Ad Insertion Form Viewed,"6d90a5b0-1d84-4b29-ba6e-a8cc7d415342"
true,"1024x768","2021-12-20T19:36:46+00:00",2021-12-20 19:36:46.000,,sdrn:schibsted:environment:dda39705-c003-4c55-9dde-509dfe378a6b,View,desktop,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:63.0.247) Gecko/20100101 Firefox/63.0.247 Site24x7,RecommendationList,Recommendation widget impression,f9421db2-47f1-4ea6-ba3f-19f6904bb835
true,"1024x768","2021-12-20T19:37:00+00:00",2021-12-20 19:37:00.000,,sdrn:schibsted:environment:f592b00c-5e80-42e0-8057-0b1a27b4d917,View,desktop,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:63.0.247) Gecko/20100101 Firefox/63.0.247 Site24x7,RecommendationList,Recommendation widget impression,"3994ba26-5ec3-4256-94ac-21cb708ab25b"
true,"1024x768","2021-12-20T19:37:01+00:00",2021-12-20 19:37:01.000,,sdrn:schibsted:environment:dcded02e-7148-4aa8-a0fc-d900010007ae,View,desktop,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:63.0.247) Gecko/20100101 Firefox/63.0.247 Site24x7,RecommendationList,Recommendation widget impression,e209ff20-7ef8-4506-9f07-6259ef0539b2
true,"1024x768","2021-12-20T19:37:02+00:00",2021-12-20 19:37:02.000,,sdrn:schibsted:environment:a67bd563-46b8-4d6a-a404-31c48e8f4c6c,View,desktop,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:63.0.247) Gecko/20100101 Firefox/63.0.247 Site24x7,RecommendationList,Recommendation widget impression,"0a26d784-1cfd-4838-a412-c04d64df26b4"
true,"1024x768","2021-12-20T19:37:07+00:00",2021-12-20 19:37:07.000,,sdrn:schibsted:environment:45bbdfb0-23eb-4b0d-aeb3-6332af17adf5,View,desktop,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:63.0.247) Gecko/20100101 Firefox/63.0.247 Site24x7,RecommendationList,Recommendation widget impression,"6b980a87-4637-47a2-892b-b1bfbba217e1"
true,"1024x768","2021-12-20T19:37:21+00:00",2021-12-20 19:37:21.000,,sdrn:schibsted:environment:08aa8012-eb34-49cf-9e42-7ccee041be67,View,desktop,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:63.0.247) Gecko/20100101 Firefox/63.0.247 Site24x7,RecommendationList,Recommendation widget impression,"96a5bfc6-60fd-47e2-95db-7003ecd432e2"
true,"2000x2000","2021-12-20T19:46:23+00:00",2021-12-20 19:46:23.000,,sdrn:schibsted:environment:dcd68551-efb1-4a8b-9670-22b7b0399b4e,View,desktop,facebookexternalhit/1.1 (+http://www.facebook.com/externalhit_uatext.php),RecommendationList,Recommendation widget impression,"4b84174c-0fa8-4e13-bb63-dfc31724207f"
true,"360x640","2021-12-20T20:04:30+00:00",2021-12-20 20:04:30.000,,sdrn:schibsted:environment:f8efda60-d1cc-4cc7-9746-9d3f0648a70d,View,mobile,Mozilla/5.0 (Linux; Android 7.0; Moto G (4)) AppleWebKit/537.36 (KHTML like Gecko) Chrome/94.0.4590.2 Mobile Safari/537.36 Chrome-Lighthouse,Form,Ad Insertion Form Viewed,"746c92ea-5a2a-4711-9672-10ce31e0bb4c"
true,"360x640","2021-12-20T20:05:25+00:00",2021-12-20 20:05:25.000,,sdrn:schibsted:environment:313b02bf-0342-4f05-9627-6cfc69f41100,View,mobile,Mozilla/5.0 (Linux; Android 7.0; Moto G (4)) AppleWebKit/537.36 (KHTML like Gecko) Chrome/94.0.4590.2 Mobile Safari/537.36 Chrome-Lighthouse,Form,Ad Insertion Form Viewed,"60fdc186-4d06-4d5e-99b7-d29c8dd42b39"
true,"360x640","2021-12-20T20:06:09+00:00",2021-12-20 20:06:09.000,,sdrn:schibsted:environment:9bd1aa15-1a18-42a7-a951-73016318ea82,View,mobile,Mozilla/5.0 (Linux; Android 7.0; Moto G (4)) AppleWebKit/537.36 (KHTML like Gecko) Chrome/94.0.4590.2 Mobile Safari/537.36 Chrome-Lighthouse,Form,Ad Insertion Form Viewed,f45caa26-b2c2-4702-8005-26d4e3f63c4d
true,"360x640","2021-12-20T20:13:29+00:00",2021-12-20 20:13:29.000,,sdrn:schibsted:environment:7a3a2f53-e69b-4388-856d-4a8911c548c7,View,mobile,Mozilla/5.0 (Linux; Android 7.0; Moto G (4)) AppleWebKit/537.36 (KHTML like Gecko) Chrome/94.0.4590.2 Mobile Safari/537.36 Chrome-Lighthouse,Form,Ad Insertion Form Viewed,"02ee1e51-0b1b-4550-b60e-7c34d2a57c7b"
true,"1024x768","2021-12-20T20:38:20+00:00",2021-12-20 20:38:20.000,,sdrn:schibsted:environment:50571930-34de-441a-989e-cdf02c9facf6,View,desktop,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:63.0.247) Gecko/20100101 Firefox/63.0.247 Site24x7,RecommendationList,Recommendation widget impression,feeff188-5ad2-4fa5-860c-c5e4bd22796a
true,"1024x768","2021-12-20T20:38:20+00:00",2021-12-20 20:38:20.000,,sdrn:schibsted:environment:54c12bc9-fafb-4941-9907-8528411f58a9,View,desktop,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:63.0.247) Gecko/20100101 Firefox/63.0.247 Site24x7,RecommendationList,Recommendation widget impression,e2c9e04e-aedf-44d2-871c-bb203b3c1521
true,"1024x768","2021-12-20T20:38:21+00:00",2021-12-20 20:38:21.000,,sdrn:schibsted:environment:f3d17de2-8c94-4daa-b5c2-a057d9ee528a,View,desktop,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:63.0.247) Gecko/20100101 Firefox/63.0.247 Site24x7,RecommendationList,Recommendation widget impression,fef85510-a546-42a4-8704-3265929e0caa
true,"1024x768","2021-12-20T20:38:27+00:00",2021-12-20 20:38:27.000,,sdrn:schibsted:environment:f7cfb331-523a-4587-91c0-6cd669693a61,View,desktop,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:63.0.247) Gecko/20100101 Firefox/63.0.247 Site24x7,RecommendationList,Recommendation widget impression,"9bd64e3f-3ebb-4595-9193-82cd49b22ff2"
true,"1024x768","2021-12-20T20:38:31+00:00",2021-12-20 20:38:31.000,,sdrn:schibsted:environment:d35a0f16-57ed-4c75-bfef-cc63a8726e60,View,desktop,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:63.0.247) Gecko/20100101 Firefox/63.0.247 Site24x7,RecommendationList,Recommendation widget impression,bb90b21b-25af-4bc6-a3c5-7cff5e92ba32
true,"1024x768","2021-12-20T20:38:31+00:00",2021-12-20 20:38:31.000,,sdrn:schibsted:environment:572e9f4e-aa9f-4dd0-8c83-1ad816c04543,View,desktop,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:63.0.247) Gecko/20100101 Firefox/63.0.247 Site24x7,RecommendationList,Recommendation widget impression,"291a9603-78f2-4b94-99b5-1f971876e2c0"
true,"360x640","2021-12-20T20:41:05+00:00",2021-12-20 20:41:05.000,,sdrn:schibsted:environment:0fd53a00-d875-4c1e-9cba-ad849486a6b4,View,mobile,Mozilla/5.0 (Linux; Android 7.0; Moto G (4)) AppleWebKit/537.36 (KHTML like Gecko) Chrome/94.0.4590.2 Mobile Safari/537.36 Chrome-Lighthouse,Form,Ad Insertion Form Viewed,"77151aa3-4e93-4fee-9748-5dc52a1f2e00"
true,"360x640","2021-12-20T20:41:58+00:00",2021-12-20 20:41:58.000,,sdrn:schibsted:environment:5308eeb4-f157-4a4c-9158-e29cc29ce2bf,View,mobile,Mozilla/5.0 (Linux; Android 7.0; Moto G (4)) AppleWebKit/537.36 (KHTML like Gecko) Chrome/94.0.4590.2 Mobile Safari/537.36 Chrome-Lighthouse,Form,Ad Insertion Form Viewed,"365b08c7-f4d5-4459-a5a9-0b1cc3f6898c"
true,"360x640","2021-12-20T20:42:43+00:00",2021-12-20 20:42:43.000,,sdrn:schibsted:environment:029c5b37-f710-433d-9ebb-14e32da7390e,View,mobile,Mozilla/5.0 (Linux; Android 7.0; Moto G (4)) AppleWebKit/537.36 (KHTML like Gecko) Chrome/94.0.4590.2 Mobile Safari/537.36 Chrome-Lighthouse,Form,Ad Insertion Form Viewed,"9a1a0b5e-8265-40bd-aba3-820c41e58169"
true,"360x640","2021-12-20T21:14:00+00:00",2021-12-20 21:14:00.000,,sdrn:schibsted:environment:e8c4b1f6-9579-4c85-923f-c3cf36d50c02,View,mobile,Mozilla/5.0 (Linux; Android 7.0; Moto G (4)) AppleWebKit/537.36 (KHTML like Gecko) Chrome/94.0.4590.2 Mobile Safari/537.36 Chrome-Lighthouse,Form,Ad Insertion Form Viewed,"84446ff9-185f-4dde-aa83-a28d39b3e817"
true,"360x640","2021-12-20T21:14:53+00:00",2021-12-20 21:14:53.000,,sdrn:schibsted:environment:c62d2711-b07d-4ad9-9ec0-efabacae4f93,View,mobile,Mozilla/5.0 (Linux; Android 7.0; Moto G (4)) AppleWebKit/537.36 (KHTML like Gecko) Chrome/94.0.4590.2 Mobile Safari/537.36 Chrome-Lighthouse,Form,Ad Insertion Form Viewed,"23e113dc-4dc8-4f13-83e6-584b31610db7"
true,"360x640","2021-12-20T21:15:35+00:00",2021-12-20 21:15:35.000,,sdrn:schibsted:environment:bc252a35-70fb-4544-a707-d8ee3cbad7e3,View,mobile,Mozilla/5.0 (Linux; Android 7.0; Moto G (4)) AppleWebKit/537.36 (KHTML like Gecko) Chrome/94.0.4590.2 Mobile Safari/537.36 Chrome-Lighthouse,Form,Ad Insertion Form Viewed,"31ae4131-b935-40a3-ab95-f71a002c86f0"
true,"1024x768","2021-12-20T21:40:28+00:00",2021-12-20 21:40:28.000,,sdrn:schibsted:environment:62a42d6b-7eac-43c5-8a94-b02d35358133,View,desktop,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:63.0.247) Gecko/20100101 Firefox/63.0.247 Site24x7,RecommendationList,Recommendation widget impression,"58ed72d1-d0ad-49bf-ac46-12b89461e698"
true,"1024x768","2021-12-20T21:40:38+00:00",2021-12-20 21:40:38.000,,sdrn:schibsted:environment:9a4c2ee1-8cf2-4bd3-a795-9402d591f435,View,desktop,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:63.0.247) Gecko/20100101 Firefox/63.0.247 Site24x7,RecommendationList,Recommendation widget impression,"1061069f-9532-4355-a1e5-c125d19e84c4"
true,"1024x768","2021-12-20T21:40:42+00:00",2021-12-20 21:40:42.000,,sdrn:schibsted:environment:3d96a5ee-c55d-44aa-a418-eb434f6e8213,View,desktop,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:63.0.247) Gecko/20100101 Firefox/63.0.247 Site24x7,RecommendationList,Recommendation widget impression,bce098a1-570f-4733-85b7-5978897b452d
true,"1024x768","2021-12-20T21:40:43+00:00",2021-12-20 21:40:43.000,,sdrn:schibsted:environment:e7ed3ca1-2e72-4a78-a177-6151d71d57b9,View,desktop,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:63.0.247) Gecko/20100101 Firefox/63.0.247 Site24x7,RecommendationList,Recommendation widget impression,"011adccf-5ef5-494a-94a0-c44d82cdf9c2"
true,"1024x768","2021-12-20T21:40:45+00:00",2021-12-20 21:40:45.000,,sdrn:schibsted:environment:eecbddbe-1ed7-4e81-9fe3-0725efebb85f,View,desktop,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:63.0.247) Gecko/20100101 Firefox/63.0.247 Site24x7,RecommendationList,Recommendation widget impression,"3ca8a629-f17d-408e-b002-bd9020fcf189"
true,"1024x768","2021-12-20T21:41:01+00:00",2021-12-20 21:41:01.000,,sdrn:schibsted:environment:fdf53286-dbb5-422e-a221-f014ba432141,View,desktop,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:63.0.247) Gecko/20100101 Firefox/63.0.247 Site24x7,RecommendationList,Recommendation widget impression,"4d937dee-bc10-4b1a-9762-96488961a689"
true,"1024x768","2021-12-20T21:41:05+00:00",2021-12-20 21:41:05.000,,sdrn:schibsted:environment:4b7708ff-1883-4448-ab6e-19d9384bb348,View,desktop,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:63.0.247) Gecko/20100101 Firefox/63.0.247 Site24x7,RecommendationList,Recommendation widget impression,e89ee32d-f7ca-489a-a65c-e5f0543cbde3
true,"1024x768","2021-12-20T21:41:06+00:00",2021-12-20 21:41:06.000,,sdrn:schibsted:environment:4b7708ff-1883-4448-ab6e-19d9384bb348,View,desktop,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:63.0.247) Gecko/20100101 Firefox/63.0.247 Site24x7,RecommendationList,Recommendation widget impression,e89ee32d-f7ca-489a-a65c-e5f0543cbde3
true,"360x640","2021-12-20T21:46:34+00:00",2021-12-20 21:46:34.000,,sdrn:schibsted:environment:b3a2a9e7-815f-47d7-86c3-d719bf33d20c,View,mobile,Mozilla/5.0 (Linux; Android 7.0; Moto G (4)) AppleWebKit/537.36 (KHTML like Gecko) Chrome/94.0.4590.2 Mobile Safari/537.36 Chrome-Lighthouse,Form,Ad Insertion Form Viewed,"53757cc1-7f28-4a6a-bf0c-730737e10580"
true,"360x640","2021-12-20T21:47:28+00:00",2021-12-20 21:47:28.000,,sdrn:schibsted:environment:e1ac81cc-9ccb-4dc7-86be-3516cb965787,View,mobile,Mozilla/5.0 (Linux; Android 7.0; Moto G (4)) AppleWebKit/537.36 (KHTML like Gecko) Chrome/94.0.4590.2 Mobile Safari/537.36 Chrome-Lighthouse,Form,Ad Insertion Form Viewed,"0fc7bc35-fd6e-4513-8f3e-41b964f5c19d"
true,"360x640","2021-12-20T21:48:11+00:00",2021-12-20 21:48:11.000,,sdrn:schibsted:environment:d808d7d7-e8a2-470e-8718-b670d50b4116,View,mobile,Mozilla/5.0 (Linux; Android 7.0; Moto G (4)) AppleWebKit/537.36 (KHTML like Gecko) Chrome/94.0.4590.2 Mobile Safari/537.36 Chrome-Lighthouse,Form,Ad Insertion Form Viewed,"3d3cac26-7ef9-428a-a0a7-d1ffc59d66a7"
true,"800x600","2021-12-20T22:04:44+00:00",2021-12-20 22:04:44.000,,sdrn:schibsted:environment:bf5c997a-21e8-4c92-a51c-5d9f06f9ebdb,View,desktop,Mozilla/5.0 (compatible; Cincraw/1.0; +http://cincrawdata.net/bot/),RecommendationList,Recommendation widget impression,"44581619-12a2-4620-b230-d02a38c69d3f"
true,"360x640","2021-12-20T22:19:14+00:00",2021-12-20 22:19:14.000,,sdrn:schibsted:environment:e1a9a8c6-fdf9-451e-a163-f9537e3bbfc2,View,mobile,Mozilla/5.0 (Linux; Android 7.0; Moto G (4)) AppleWebKit/537.36 (KHTML like Gecko) Chrome/94.0.4590.2 Mobile Safari/537.36 Chrome-Lighthouse,Form,Ad Insertion Form Viewed,"74975eb3-af60-4ae3-999a-f00a4c160089"
true,"360x640","2021-12-20T22:20:08+00:00",2021-12-20 22:20:08.000,,sdrn:schibsted:environment:b1d26510-afe6-41ca-8c80-f3c832c9205f,View,mobile,Mozilla/5.0 (Linux; Android 7.0; Moto G (4)) AppleWebKit/537.36 (KHTML like Gecko) Chrome/94.0.4590.2 Mobile Safari/537.36 Chrome-Lighthouse,Form,Ad Insertion Form Viewed,f9c0421b-64d7-4fe7-87e8-d572f20223f0
true,"360x640","2021-12-20T22:20:55+00:00",2021-12-20 22:20:55.000,,sdrn:schibsted:environment:3ae56c60-3c31-4b9d-8356-e7906bcba4f4,View,mobile,Mozilla/5.0 (Linux; Android 7.0; Moto G (4)) AppleWebKit/537.36 (KHTML like Gecko) Chrome/94.0.4590.2 Mobile Safari/537.36 Chrome-Lighthouse,Form,Ad Insertion Form Viewed,"25e7198b-7789-40f3-b6b7-4d21ebc98ef8"
true,"1024x768","2021-12-20T22:41:27+00:00",2021-12-20 22:41:27.000,,sdrn:schibsted:environment:02d8e709-7ce6-4066-88b3-88f1a2d4101f,View,desktop,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:63.0.247) Gecko/20100101 Firefox/63.0.247 Site24x7,RecommendationList,Recommendation widget impression,"1027ee08-4351-4d7d-b38d-45480daf5a0f"
true,"1024x768","2021-12-20T22:41:27+00:00",2021-12-20 22:41:27.000,,sdrn:schibsted:environment:21aeb9bf-a30b-4ee7-87a0-f4e668284752,View,desktop,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:63.0.247) Gecko/20100101 Firefox/63.0.247 Site24x7,RecommendationList,Recommendation widget impression,a92d57a5-37b1-40b9-b682-cd3bcf7f28ff
true,"1024x768","2021-12-20T22:41:27+00:00",2021-12-20 22:41:27.000,,sdrn:schibsted:environment:088b48e8-d2e0-4cc5-9b2e-32e22a0fd991,View,desktop,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:63.0.247) Gecko/20100101 Firefox/63.0.247 Site24x7,RecommendationList,Recommendation widget impression,"5a7dffbb-527b-4e0b-bcd3-5cdf3dc48500"
true,"1024x768","2021-12-20T22:41:28+00:00",2021-12-20 22:41:28.000,,sdrn:schibsted:environment:721f4b9c-8a1c-4256-a8bd-b6cae18c157b,View,desktop,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:63.0.247) Gecko/20100101 Firefox/63.0.247 Site24x7,RecommendationList,Recommendation widget impression,"86243574-9c5f-4a15-9e78-b6fe663f68d5"
true,"1024x768","2021-12-20T22:41:28+00:00",2021-12-20 22:41:28.000,,sdrn:schibsted:environment:985891f7-d3ff-476d-ba85-46532b114136,View,desktop,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:63.0.247) Gecko/20100101 Firefox/63.0.247 Site24x7,RecommendationList,Recommendation widget impression,"4d677d9c-1acf-4e3f-8c8f-56bd30bb4bce"
true,"1024x768","2021-12-20T22:41:28+00:00",2021-12-20 22:41:28.000,,sdrn:schibsted:environment:6b380e53-c821-4d89-9331-43c174d61b25,View,desktop,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:63.0.247) Gecko/20100101 Firefox/63.0.247 Site24x7,RecommendationList,Recommendation widget impression,f930d788-629b-4c99-a2be-522b034cffd4
true,"1024x768","2021-12-20T22:41:29+00:00",2021-12-20 22:41:29.000,,sdrn:schibsted:environment:1772a299-cd84-4768-8984-bfa8e1ff26e0,View,desktop,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:63.0.247) Gecko/20100101 Firefox/63.0.247 Site24x7,RecommendationList,Recommendation widget impression,e43aec2f-955b-413a-a5bb-ee30dc70dd89
true,"1024x768","2021-12-20T22:41:41+00:00",2021-12-20 22:41:41.000,,sdrn:schibsted:environment:96362b8b-32cd-42ec-afff-a7b9688b7045,View,desktop,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:63.0.247) Gecko/20100101 Firefox/63.0.247 Site24x7,RecommendationList,Recommendation widget impression,"9f807822-90ee-4cf4-b672-3dd6bcf38a69"
true,"1024x768","2021-12-20T22:41:46+00:00",2021-12-20 22:41:46.000,,sdrn:schibsted:environment:868c308e-eab8-442d-9c6d-c2599b3b7ce0,View,desktop,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:63.0.247) Gecko/20100101 Firefox/63.0.247 Site24x7,RecommendationList,Recommendation widget impression,"05c4f1ae-3251-464a-9c9e-9e2ee67ab020"
true,"360x640","2021-12-20T22:51:56+00:00",2021-12-20 22:51:56.000,,sdrn:schibsted:environment:7445c3e0-8eb5-4de4-b871-2835f5a6547b,View,mobile,Mozilla/5.0 (Linux; Android 7.0; Moto G (4)) AppleWebKit/537.36 (KHTML like Gecko) Chrome/94.0.4590.2 Mobile Safari/537.36 Chrome-Lighthouse,Form,Ad Insertion Form Viewed,"0f00d04a-f6e1-4085-94e8-da4b693b07ed"
true,"360x640","2021-12-20T22:52:49+00:00",2021-12-20 22:52:49.000,,sdrn:schibsted:environment:dc9e6382-1323-4eca-8fd0-04efc6292b7e,View,mobile,Mozilla/5.0 (Linux; Android 7.0; Moto G (4)) AppleWebKit/537.36 (KHTML like Gecko) Chrome/94.0.4590.2 Mobile Safari/537.36 Chrome-Lighthouse,Form,Ad Insertion Form Viewed,"8f9a76db-f2c8-47df-adf6-f5ee6875dbf1"
true,"360x640","2021-12-20T22:53:34+00:00",2021-12-20 22:53:34.000,,sdrn:schibsted:environment:a8799590-6df5-4c20-90b2-73d33eccafca,View,mobile,Mozilla/5.0 (Linux; Android 7.0; Moto G (4)) AppleWebKit/537.36 (KHTML like Gecko) Chrome/94.0.4590.2 Mobile Safari/537.36 Chrome-Lighthouse,Form,Ad Insertion Form Viewed,"4f7adb23-a6f9-4273-8048-fc0b665c716a"
true,"360x640","2021-12-20T23:24:23+00:00",2021-12-20 23:24:23.000,,sdrn:schibsted:environment:417d80b7-52e6-4a21-a85d-802ec5e33c87,View,mobile,Mozilla/5.0 (Linux; Android 7.0; Moto G (4)) AppleWebKit/537.36 (KHTML like Gecko) Chrome/94.0.4590.2 Mobile Safari/537.36 Chrome-Lighthouse,Form,Ad Insertion Form Viewed,"8ed7d632-e2fa-44f0-b128-65d4e3392973"
true,"360x640","2021-12-20T23:25:17+00:00",2021-12-20 23:25:17.000,,sdrn:schibsted:environment:1e859e1f-e9de-49cc-8b8e-895e53cf1477,View,mobile,Mozilla/5.0 (Linux; Android 7.0; Moto G (4)) AppleWebKit/537.36 (KHTML like Gecko) Chrome/94.0.4590.2 Mobile Safari/537.36 Chrome-Lighthouse,Form,Ad Insertion Form Viewed,"2756100b-56a1-4c17-b530-c25c8f774bea"
true,"360x640","2021-12-20T23:26:01+00:00",2021-12-20 23:26:01.000,,sdrn:schibsted:environment:3b4d4234-deaf-4e22-ba8c-3087f9830401,View,mobile,Mozilla/5.0 (Linux; Android 7.0; Moto G (4)) AppleWebKit/537.36 (KHTML like Gecko) Chrome/94.0.4590.2 Mobile Safari/537.36 Chrome-Lighthouse,Form,Ad Insertion Form Viewed,bcfe08fb-b38a-486c-94a1-f5416129ba1d
true,"1024x768","2021-12-20T23:41:59+00:00",2021-12-20 23:41:59.000,,sdrn:schibsted:environment:741123b3-518b-48fd-8f3d-6d713dd442e4,View,desktop,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:63.0.247) Gecko/20100101 Firefox/63.0.247 Site24x7,RecommendationList,Recommendation widget impression,"030d1d7d-35e3-4af6-93de-0e5476ca10ce"
true,"1024x768","2021-12-20T23:42:11+00:00",2021-12-20 23:42:11.000,,sdrn:schibsted:environment:3ffec2af-abc2-478a-a286-8c08fe1dde3c,View,desktop,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:63.0.247) Gecko/20100101 Firefox/63.0.247 Site24x7,RecommendationList,Recommendation widget impression,c0256d1f-79b3-4a40-b28c-6580bdfaeead
true,"1024x768","2021-12-20T23:42:12+00:00",2021-12-20 23:42:12.000,,sdrn:schibsted:environment:614378bb-d7b2-4e34-94e7-5456fce7c35d,View,desktop,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:63.0.247) Gecko/20100101 Firefox/63.0.247 Site24x7,RecommendationList,Recommendation widget impression,"3cc74001-1483-4cdd-9b77-2d72a957612d"
true,"1024x768","2021-12-20T23:42:13+00:00",2021-12-20 23:42:13.000,,sdrn:schibsted:environment:7ef18cba-70ff-47e6-917c-cd91a0e2e8ac,View,desktop,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:63.0.247) Gecko/20100101 Firefox/63.0.247 Site24x7,RecommendationList,Recommendation widget impression,"79f1cf5f-59da-411c-a0d4-f6c7baad8045"
true,"1024x768","2021-12-20T23:42:13+00:00",2021-12-20 23:42:13.000,,sdrn:schibsted:environment:3cd8ac2d-ec87-42f3-9647-3609f5decf94,View,desktop,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:63.0.247) Gecko/20100101 Firefox/63.0.247 Site24x7,RecommendationList,Recommendation widget impression,"3a2d0fea-3a11-46de-934a-a0e7ee710c73"
true,"1024x768","2021-12-20T23:42:13+00:00",2021-12-20 23:42:13.000,,sdrn:schibsted:environment:cacf62e4-1627-4fe4-98e6-e8578a44fdaa,View,desktop,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:63.0.247) Gecko/20100101 Firefox/63.0.247 Site24x7,RecommendationList,Recommendation widget impression,"1fae1ec6-c936-47d7-ad00-1be9be11dae6"
true,"1024x768","2021-12-20T23:42:13+00:00",2021-12-20 23:42:13.000,,sdrn:schibsted:environment:ea45c307-8472-423e-b7be-af06fec13983,View,desktop,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:63.0.247) Gecko/20100101 Firefox/63.0.247 Site24x7,RecommendationList,Recommendation widget impression,b2dc535e-14c5-4cd6-9dac-8ca76d0e31ff
true,"1024x768","2021-12-20T23:42:24+00:00",2021-12-20 23:42:24.000,,sdrn:schibsted:environment:c7f85bed-bce1-423c-9c8a-a17044885588,View,desktop,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:63.0.247) Gecko/20100101 Firefox/63.0.247 Site24x7,RecommendationList,Recommendation widget impression,"39e6983f-acf6-40ea-970b-cf630a86d729"
true,"1024x768","2021-12-20T23:43:02+00:00",2021-12-20 23:43:02.000,,sdrn:schibsted:environment:87643775-b811-4281-a658-438d6afab490,View,desktop,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:63.0.247) Gecko/20100101 Firefox/63.0.247 Site24x7,RecommendationList,Recommendation widget impression,"6b93b125-3085-4885-9beb-6f4f3c273d41"
true,"360x640","2021-12-20T23:57:25+00:00",2021-12-20 23:57:25.000,,sdrn:schibsted:environment:a520ad6b-5ffd-4773-ba90-ebd82828bbf2,View,mobile,Mozilla/5.0 (Linux; Android 7.0; Moto G (4)) AppleWebKit/537.36 (KHTML like Gecko) Chrome/94.0.4590.2 Mobile Safari/537.36 Chrome-Lighthouse,Form,Ad Insertion Form Viewed,"38e2e2d4-d2fb-4d75-8fd1-6da586f9a702"
true,"360x640","2021-12-20T23:58:19+00:00",2021-12-20 23:58:19.000,,sdrn:schibsted:environment:1a66d2bf-0cca-476b-9e4f-ba1d0db24ed3,View,mobile,Mozilla/5.0 (Linux; Android 7.0; Moto G (4)) AppleWebKit/537.36 (KHTML like Gecko) Chrome/94.0.4590.2 Mobile Safari/537.36 Chrome-Lighthouse,Form,Ad Insertion Form Viewed,f5594fe5-686a-4641-a5f7-fb7a57a1e655
true,"360x640","2021-12-20T23:59:05+00:00",2021-12-20 23:59:05.000,,sdrn:schibsted:environment:fedef207-8ac0-42fb-b569-67dc8817761b,View,mobile,Mozilla/5.0 (Linux; Android 7.0; Moto G (4)) AppleWebKit/537.36 (KHTML like Gecko) Chrome/94.0.4590.2 Mobile Safari/537.36 Chrome-Lighthouse,Form,Ad Insertion Form Viewed,a39ab015-3663-4de7-b29c-22145974385a
