deviceisbot,screensize,type,devicetype,useragent,objecttype,eventname,timedelta,viewportsize
false,1080x2130,View,mobile,Android-Pulse-Tracker/8.0.1,RecommendationList,Recommendation widget impression,0:00:00,Null
false,720x1440,Request,mobile,Android-Pulse-Tracker/8.0.1,MessageTemplate,Request template,0:00:00,Null
false,828x1792,View,mobile,iOSSPTTracker1.0.1,UIElement,Show integration call to action,0:00:00,Null
false,1125x2001,View,mobile,iOSSPTTracker1.0.1,Conversation,Conversation View,0:00:00,Null
false,1125x2436,View,mobile,iOSSPTTracker1.0.1,RecommendationList,Recommendation widget impression,0:00:00,Null
false,828x1792,View,mobile,iOSSPTTracker1.0.1,Conversation,Conversation View,0:00:00,Null
false,960x2079,View,mobile,iOSSPTTracker1.0.1,ConversationList,Inbox view,0:00:00,Null
false,1284x2778,View,mobile,iOSSPTTracker1.0.1,Message,Show system message,0:00:00,Null
false,1080x2168,View,mobile,Android-Pulse-Tracker/8.0.1,RecommendationList,Recommendation widget impression,0:00:00,Null
false,750x1334,View,mobile,iOSSPTTracker1.0.1,ConversationList,Inbox view,0:00:00,Null
false,828x1792,View,mobile,iOSSPTTracker1.0.1,UIElement,Show integration call to action,0:00:00,Null
false,1125x2436,View,mobile,iOSSPTTracker1.0.1,RecommendationList,Recommendation widget impression,0:00:00,Null
false,1080x2265,View,mobile,Android-Pulse-Tracker/8.0.1,RecommendationList,Recommendation widget impression,0:00:00,Null
false,1080x2177,Close,mobile,Android-Pulse-Tracker/8.0.1,Conversation,Conversation Close,0:00:00,Null
false,1125x2436,View,mobile,iOSSPTTracker1.0.1,Page,Inbox view,0:00:00,Null
false,1080x2094,View,mobile,Android-Pulse-Tracker/8.0.1,RecommendationList,Recommendation widget impression,0:00:00,Null
false,1668x2388,View,tablet,iOSSPTTracker1.0.1,RecommendationList,Recommendation widget impression,0:00:30,Null
false,1080x2132,View,mobile,Android-Pulse-Tracker/8.0.1,RecommendationList,Recommendation widget impression,0:00:00,Null
false,800x1280,Request,tablet,Android-Pulse-Tracker/8.0.1,MessageTemplate,Request template,0:00:00,Null
false,1125x2436,Request,mobile,iOSSPTTracker1.0.1,MessageTemplate,Request template,0:00:00,Null
false,1242x2208,View,mobile,iOSSPTTracker1.0.1,RecommendationList,Recommendation widget impression,0:00:00,Null
false,720x1440,View,mobile,Android-Pulse-Tracker/8.0.1,ConversationList,Inbox View,0:00:00,Null
false,828x1792,Request,mobile,iOSSPTTracker1.0.1,MessageTemplate,Request template,0:00:00,Null
false,1080x2208,Engagement,mobile,Android-Pulse-Tracker/8.0.1,Message,User click in send button reply conversation,0:00:00,Null
false,1242x2208,Request,mobile,iOSSPTTracker1.0.1,MessageTemplate,Request template,0:00:00,Null
false,1284x2778,Engagement,mobile,iOSSPTTracker1.0.1,Message,User click in send button reply conversation,0:00:00,Null
false,960x2079,View,mobile,iOSSPTTracker1.0.1,RecommendationList,Recommendation widget impression,0:00:05,Null
false,1125x2436,View,mobile,iOSSPTTracker1.0.1,Conversation,Conversation View,0:00:00,Null
false,1170x2532,View,mobile,iOSSPTTracker1.0.1,RecommendationList,Recommendation widget impression,0:00:05,Null
false,1284x2778,View,mobile,iOSSPTTracker1.0.1,UIElement,Category Suggestion Viewed,0:00:00,Null
false,720x1467,View,mobile,Android-Pulse-Tracker/8.0.1,RecommendationList,Recommendation widget impression,0:00:00,Null
false,1284x2778,Request,mobile,iOSSPTTracker1.0.1,MessageTemplate,Request template,0:00:00,Null
false,1080x2135,Engagement,mobile,Android-Pulse-Tracker/8.0.1,Message,User click in send button reply conversation,0:00:00,Null
false,1284x2778,View,mobile,iOSSPTTracker1.0.1,Conversation,Conversation View,0:00:00,Null
false,1080x1920,Engagement,mobile,Android-Pulse-Tracker/8.0.1,Message,User click in send button reply conversation,0:00:00,Null
false,1125x2436,View,mobile,iOSSPTTracker1.0.1,RecommendationList,Recommendation widget impression,0:00:00,Null
false,1284x2778,View,mobile,iOSSPTTracker1.0.1,ConversationList,Inbox view,0:00:00,Null
false,1125x2436,View,mobile,iOSSPTTracker1.0.1,RecommendationList,Recommendation widget impression,0:00:00,Null
false,1080x2224,View,mobile,Android-Pulse-Tracker/8.0.1,RecommendationList,Recommendation widget impression,0:00:00,Null
false,1125x2436,Engagement,mobile,iOSSPTTracker1.0.1,Message,User click in send button reply conversation,0:00:00,Null
false,640x1136,View,mobile,iOSSPTTracker1.0.1,RecommendationList,Recommendation widget impression,0:00:00,Null
false,720x1467,View,mobile,Android-Pulse-Tracker/8.0.1,RecommendationList,Recommendation widget impression,0:00:00,Null
